dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
2,Coucy-la-Ville,2380,213,176,200,34,6.11,3.33333,49.5333,62,175
2,Goudelancourt-lès-Pierrepont,2350,142,147,100,16,8.73,3.85473,49.6689,82,135
2,Passy-en-Valois,2470,164,140,200,48,3.41,3.2,49.1667,120,159
2,Montgru-Saint-Hilaire,2210,34,40,0,10,3.24,3.33333,49.1833,78,181
2,Mont-d'Origny,2390,860,919,900,63,13.52,3.48333,49.8333,71,143
2,Vassogne,2160,66,50,100,22,2.93,3.73333,49.4167,63,188
2,Maissemy,2490,245,195,200,29,8.17,3.2,49.8833,71,123
2,Rogny,2140,105,116,100,18,5.61,3.81667,49.7667,81,159
2,Vénérolles,2510,216,265,200,24,8.89,3.63333,49.9667,106,186
2,Clamecy,2880,223,273,200,65,3.4,3.36667,49.4333,62,161
2,Viel-Arcy,2160,181,151,200,27,6.59,3.61667,49.3833,44,180
2,Guyencourt,2160,225,224,200,53,4.2,3.83333,49.35,73,200
2,Mennevret,2630,664,653,700,55,11.89,3.55,49.9833,134,176
2,Caulaincourt,2490,136,120,100,22,5.96,3.1,49.8667,60,104
2,Oulchy-le-Château,2210,833,849,800,55,15.08,3.35,49.2,87,178
2,Guise,2120,5173,5896,5400,320,16.13,3.63333,49.9,91,157
2,Champs,2670,293,275,300,31,9.16,3.25,49.5333,42,76
2,Sainte-Preuve,2350,84,85,100,8,9.61,3.91667,49.6167,76,124
2,Proix,2120,147,135,100,42,3.45,3.56667,49.9,80,151
2,Ambleny,2290,1134,1116,1100,65,17.32,3.18333,49.3833,38,153
2,Ribeauville,2110,82,73,100,22,3.58,3.58333,50.05,144,162
2,Tugny-et-Pont,2640,281,268,300,47,5.89,3.15,49.75,62,93
2,Fresnes,2380,152,151,100,20,7.3,3.36973,49.5539,87,205
2,Bourguignon-sous-Montbavin,2000,133,121,100,69,1.92,3.54139,49.5281,70,182
2,Neuvillette,2390,196,195,200,30,6.44,3.46667,49.85,67,135
2,Saint-Thomas,2820,97,66,100,38,2.5,3.81667,49.5,88,207
2,Marfontaine,2140,84,88,100,9,9.21,3.78333,49.8,99,171
2,Besmont,2500,153,146,100,9,15.86,4.11667,49.8333,165,245
2,Lehaucourt,2420,912,832,800,97,9.37,3.28333,49.9167,83,142
2,Brissy-Hamégicourt,2240,639,626,600,51,12.38,3.38028,49.7437,54,112
2,Plomion,2140,477,518,500,29,16.39,4.01667,49.8,132,226
2,Savy,2590,614,704,600,81,7.49,3.18333,49.8,84,121
2,Puisieux-et-Clanlieu,2120,296,300,300,16,17.42,3.66667,49.85,99,160
2,Ciry-Salsogne,2220,842,648,800,94,8.95,3.46667,49.3667,42,170
2,Crupilly,2120,66,64,100,18,3.52,3.75,49.9167,129,185
2,Dommiers,2600,287,279,300,39,7.24,3.21667,49.3333,75,162
2,Étreillers,2590,1199,1104,1200,137,8.69,3.15,49.8167,81,125
2,Chouy,2210,395,318,400,19,20.03,3.25,49.2,72,191
2,Landifay-et-Bertaignemont,2120,292,279,300,14,19.6,3.6,49.8167,77,153
2,Silly-la-Poterie,2460,134,138,100,58,2.31,3.15,49.2,66,156
2,Nauroy,2420,691,685,700,110,6.27,3.25,49.95,93,152
2,Limé,2220,188,153,200,33,5.55,3.55,49.3167,52,137
2,Aubigny-aux-Kaisnes,2590,242,271,200,65,3.72,3.11667,49.7833,75,96
2,Monceau-le-Waast,2840,243,229,200,44,5.41,3.7,49.6167,68,106
2,Cuiry-lès-Iviers,2360,37,40,0,7,4.79,4.10973,49.7614,162,221
2,Regny,2240,209,249,200,17,11.89,3.41667,49.8167,66,124
2,Villers-Saint-Christophe,2590,472,439,500,52,8.99,3.1,49.7833,65,96
2,Chaillevois,2000,188,175,200,86,2.17,3.51667,49.5167,57,169
2,Vézilly,2130,181,124,200,16,10.74,3.7,49.1833,132,247
2,Lappion,2150,295,292,300,12,23.71,3.96667,49.6167,82,134
2,Fresnes-en-Tardenois,2130,253,263,200,28,8.84,3.55,49.15,133,221
2,Grand-Rozoy,2210,293,257,300,23,12.45,3.38333,49.2333,114,203
2,Condé-sur-Suippe,2190,229,260,200,39,5.83,3.95,49.4167,51,86
2,Celles-lès-Condé,2330,74,77,100,18,3.91,3.56667,49.0167,76,223
2,Cessières,2320,470,438,400,45,10.35,3.48333,49.5667,67,188
2,Courboin,2330,296,269,300,21,14.07,3.5,49,80,229
2,Verdilly,2400,436,425,400,85,5.1,3.41667,49.0667,85,221
2,Sorbais,2580,272,286,300,19,13.72,3.9,49.9167,118,212
2,Thenailles,2140,255,285,300,15,16.43,3.95,49.8167,114,209
2,Menneville,2190,408,275,400,55,7.29,4,49.4167,54,129
2,Bonneil,2400,402,374,400,190,2.11,3.35,49,58,201
2,Couvron-et-Aumencourt,2270,1325,1015,1400,99,13.33,3.51667,49.65,60,91
2,Chavignon,2000,762,793,700,65,11.55,3.51667,49.4833,57,195
2,Gandelu,2810,679,640,700,67,10.03,3.18333,49.1,68,166
2,Le Thuel,2340,170,149,200,24,7.06,4.07695,49.6495,112,172
2,Septvaux,2410,191,202,200,22,8.56,3.38333,49.5667,93,212
2,Neufchâtel-sur-Aisne,2190,416,492,400,145,2.86,4.03333,49.4333,56,119
2,Boncourt,2350,250,225,200,18,13.29,3.95,49.6167,82,137
2,Monampteuil,2000,137,153,100,23,5.86,3.56667,49.4833,64,189
2,Villiers-Saint-Denis,2310,1051,843,1100,138,7.57,3.26723,48.9931,69,201
2,Glennes,2160,226,142,200,26,8.57,3.71667,49.35,71,193
2,Jussy,2480,1243,1290,1200,92,13.37,3.23333,49.7167,61,91
2,Croix-Fonsomme,2110,227,218,200,24,9.37,3.4,49.9167,85,147
2,Bertaucourt-Epourdon,2800,610,515,600,81,7.46,3.38333,49.6167,57,121
2,Bucilly,2500,195,218,200,15,12.85,4.08333,49.8833,152,236
2,Saint-Thibaut,2220,63,57,100,15,4.13,3.61667,49.3,56,168
2,Landouzy-la-Ville,2140,526,530,500,33,15.76,4.05,49.8667,148,234
2,Goudelancourt-lès-Berrieux,2820,63,74,100,11,5.54,3.84917,49.4967,72,200
2,Colligis-Crandelain,2860,181,145,200,27,6.53,3.65,49.4833,68,194
2,Nesles-la-Montagne,2400,1210,1071,1200,70,17.21,3.41667,49.0167,72,233
2,La Capelle,2260,1853,2004,1900,151,12.26,3.91639,49.9773,174,231
2,Aizelles,2820,112,94,100,22,4.88,3.81667,49.4833,73,175
2,Vermand,2490,1032,1072,1000,65,15.75,3.15,49.8667,67,117
2,Monthiers,2400,152,141,200,20,7.37,3.3,49.1,87,199
2,Saint-Pierremont,2250,62,62,100,8,6.98,3.88333,49.7167,90,152
2,Celles-sur-Aisne,2370,256,205,300,41,6.16,3.48333,49.4167,42,171
2,Évergnicourt,2190,566,550,500,61,9.15,4.03333,49.4333,56,125
2,Fossoy,2650,577,618,600,80,7.18,3.48333,49.05,61,234
2,Muscourt,2160,44,36,0,20,2.18,3.75,49.3667,64,187
2,Chaudardes,2160,88,83,100,18,4.7,3.78333,49.3833,47,78
2,Remigny,2440,390,369,400,38,10.07,3.28333,49.7167,59,105
2,Mons-en-Laonnois,2000,1149,947,1100,280,4.1,3.55334,49.5373,62,187
2,Charly-sur-Marne,2310,2739,2728,2700,133,20.52,3.28528,48.9773,57,211
2,Château-Thierry,2400,14480,14966,14800,874,16.55,3.4,49.05,59,222
2,Eppes,2840,411,348,400,53,7.71,3.73333,49.55,72,198
2,Vauxrezis,2200,334,355,300,51,6.54,3.28056,49.4137,48,162
2,Châtillon-lès-Sons,2270,81,88,100,7,10.56,3.68333,49.75,80,151
2,Vivières,2600,400,385,400,28,13.96,3.1,49.3,68,226
2,Coyolles,2600,388,357,400,15,24.55,3.05,49.2333,72,170
2,Rozières-sur-Crise,2200,231,261,200,31,7.32,3.35,49.3333,57,166
2,Thenelles,2390,568,569,600,81,6.99,3.46667,49.8167,67,133
2,Nogentel,2400,1019,1032,1100,147,6.93,3.4,49.0167,59,226
2,La Chapelle-sur-Chézy,2570,281,217,300,35,7.9,3.38333,48.95,187,216
2,Concevreux,2160,259,201,300,20,12.51,3.78333,49.3833,45,206
2,Grandrieux,2360,88,97,100,20,4.35,4.18333,49.7333,147,242
2,Origny-en-Thiérache,2550,1548,1449,1500,93,16.48,4.01667,49.9,132,227
2,Achery,2800,587,542,500,85,6.9,3.38333,49.6833,48,103
2,Lesdins,2100,854,749,800,80,10.63,3.33333,49.9,76,139
2,Liez,2700,435,443,400,79,5.45,3.28333,49.6833,53,91
2,Haramont,2600,611,574,600,49,12.24,3.05,49.2833,75,243
2,Mennessis,2700,419,346,400,80,5.23,3.26667,49.7,54,88
2,Levergies,2420,587,577,600,76,7.67,3.31667,49.9333,94,155
2,Ollezy,2480,166,157,200,31,5.31,3.13333,49.7167,63,77
2,Colonfay,2120,71,94,100,21,3.29,3.7,49.85,135,162
2,Vauxbuin,2200,766,826,800,153,5,3.3,49.3667,46,157
2,La Vallée-Mulâtre,2110,146,144,100,27,5.28,3.56667,50.0167,123,161
2,Révillon,2160,70,41,100,31,2.24,3.7,49.3667,55,159
2,Watigny,2830,369,369,400,17,21.12,4.2,49.9,197,295
2,Grand-Verly,2120,149,137,100,39,3.8,3.58333,49.9333,87,153
2,Troësnes,2460,236,213,200,89,2.65,3.16973,49.1931,66,141
2,Nouvion-et-Catillon,2270,535,506,500,32,16.67,3.48333,49.7,52,122
2,Villers-Hélon,2600,222,188,200,27,8.07,3.26667,49.2667,85,193
2,Buironfosse,2620,1189,1206,1200,67,17.6,3.83333,49.9667,173,222
2,Courchamps,2810,89,98,100,32,2.72,3.26667,49.1167,106,178
2,Noyant-et-Aconin,2200,476,461,500,103,4.6,3.33333,49.3333,55,161
2,Saint-Simon,2640,621,653,600,97,6.34,3.16667,49.75,62,89
2,Beautor,2800,2642,2981,2700,355,7.44,3.33333,49.65,45,61
2,Presles-et-Thierny,2860,383,341,400,45,8.33,3.61667,49.5167,62,191
2,Monceau-lès-Leups,2270,473,425,500,35,13.3,3.48333,49.6667,59,112
2,Montcornet,2340,1543,1692,1600,268,5.74,4.01723,49.6956,108,177
2,Viels-Maisons,2540,1052,962,1000,49,21.44,3.4,48.9,97,221
2,Marizy-Sainte-Geneviève,2470,130,124,100,16,7.71,3.2,49.1833,67,157
2,Autreppes,2580,187,142,200,27,6.78,3.85,49.9,117,201
2,Moÿ-de-l'Aisne,2610,993,1002,1000,158,6.26,3.36667,49.75,53,112
2,Any-Martin-Rieux,2500,476,504,500,26,17.73,4.2165,49.8833,197,266
2,Esquéhéries,2170,850,866,900,52,16.21,3.75,49.9833,144,199
2,Trosly-Loire,2300,593,621,600,38,15.21,3.23333,49.5167,43,157
2,Fayet,2100,588,580,500,100,5.86,3.25,49.8667,82,131
2,Harcigny,2140,249,264,300,32,7.57,3.98333,49.8,117,211
2,Itancourt,2240,1118,1048,1100,157,7.11,3.35,49.8,73,122
2,Brie,2870,59,69,100,21,2.8,3.4825,49.6009,79,191
2,Hinacourt,2440,33,41,0,10,3.09,3.28333,49.7333,76,102
2,Latilly,2210,213,179,200,22,9.32,3.31667,49.15,99,201
2,Holnon,2760,1433,1335,1400,224,6.37,3.21667,49.8667,85,141
2,Marchais,2350,379,381,400,24,15.3,3.81667,49.5833,70,110
2,Parpeville,2240,241,220,200,15,15.82,3.55,49.7667,79,144
2,Vic-sur-Aisne,2290,1760,1791,1700,336,5.23,3.11667,49.4,36,143
2,Vigneux-Hocquet,2340,283,265,300,20,13.72,3.98333,49.7333,116,201
2,Vézaponin,2290,131,129,100,41,3.18,3.23333,49.4667,63,156
2,Braye-en-Thiérache,2140,139,153,200,15,9.17,3.96667,49.7833,115,194
2,Retheuil,2600,387,334,400,26,14.87,3.01667,49.3167,67,243
2,Fesmy-le-Sart,2450,490,463,500,30,16.06,3.67834,50.042,137,192
2,Corbeny,2820,745,632,700,48,15.23,3.81667,49.4667,64,134
2,Fluquières,2590,213,197,200,40,5.24,3.15,49.8,82,101
2,Pont-Saint-Mard,2380,185,179,200,27,6.79,3.28333,49.5,46,158
2,Montlevon,2330,248,255,300,10,22.65,3.53333,48.9667,87,224
2,Épagny,2290,341,333,300,31,11,3.25,49.4667,65,157
2,Vincy-Reuil-et-Magny,2340,123,141,100,10,11.78,4.05,49.7167,112,203
2,Montigny-sous-Marle,2250,74,62,100,10,7.33,3.8,49.75,77,157
2,Bois-lès-Pargny,2270,183,172,200,17,10.32,3.65,49.7167,90,142
2,Renneval,2340,132,133,100,19,6.82,4.05,49.7333,139,206
2,Travecy,2800,643,642,600,44,14.52,3.35,49.6833,47,92
2,Lesges,2220,83,81,100,12,6.65,3.5,49.3,75,153
2,Crécy-sur-Serre,2270,1454,1549,1500,81,17.9,3.61667,49.7,57,133
2,La Selve,2150,205,190,200,42,4.77,4,49.5667,84,117
2,Neuville-Saint-Amand,2100,893,906,900,108,8.26,3.33333,49.8167,79,127
2,Bouresches,2400,203,183,200,26,7.52,3.3,49.0667,105,217
2,Beaumé,2500,97,118,100,10,9.18,4.15,49.8333,168,254
2,Le Nouvion-en-Thiérache,2170,2807,2920,2800,57,48.42,3.78333,50.0167,154,229
2,Erlon,2250,292,300,300,32,8.9,3.71667,49.7167,68,136
2,Viry-Noureuil,2300,1829,1838,1900,102,17.76,3.25,49.6333,42,107
2,Lizy,2320,269,200,200,72,3.73,3.46667,49.5167,58,170
2,Dravegny,2130,144,149,100,9,15.67,3.63333,49.2333,82,227
2,Suzy,2320,307,270,300,31,9.86,3.46667,49.55,71,207
2,Deuillet,2700,234,165,200,62,3.76,3.35,49.6333,46,97
2,Molinchart,2000,317,278,300,70,4.47,3.53333,49.5667,70,108
2,La Ville-aux-Bois-lès-Pontavert,2160,114,135,100,13,8.32,3.84973,49.4278,52,98
2,Arrancy,2860,50,50,0,8,5.57,3.75,49.4833,100,209
2,Saint-Christophe-à-Berry,2290,426,347,400,54,7.78,3.13333,49.4167,43,153
2,Gronard,2140,73,78,100,10,7.1,3.88333,49.7833,100,190
2,Crépy,2870,1896,1710,1900,68,27.7,3.51389,49.6042,63,183
2,Bruyères-et-Montbérault,2860,1576,1513,1600,135,11.61,3.66667,49.5167,67,199
2,Béthancourt-en-Vaux,2300,420,368,400,97,4.3,3.15,49.6167,58,172
2,Vauxaillon,2320,490,376,500,35,13.77,3.4,49.4833,52,161
2,Chartèves,2400,368,370,400,42,8.76,3.5,49.0833,62,221
2,Marcy-sous-Marle,2250,220,234,200,50,4.39,3.73333,49.7333,72,126
2,Clacy-et-Thierret,2000,346,304,400,82,4.21,3.56667,49.55,63,82
2,Goussancourt,2130,110,68,100,13,8.43,3.66667,49.1667,136,229
2,Margival,2880,320,325,300,58,5.47,3.4,49.4333,66,164
2,Barzy-sur-Marne,2850,386,356,400,51,7.55,3.55,49.0833,62,231
2,Pinon,2320,1811,1709,1800,191,9.48,3.45,49.4833,54,158
2,Brancourt-en-Laonnois,2320,677,674,600,103,6.56,3.41667,49.5167,63,179
2,Vassens,2290,172,126,200,17,9.87,3.15,49.4667,59,156
2,Essigny-le-Grand,2690,1109,1197,1100,82,13.38,3.28333,49.7667,78,116
2,Chérêt,2860,125,130,100,33,3.71,3.68333,49.5167,91,189
2,Essigny-le-Petit,2100,377,377,400,83,4.53,3.36667,49.9,82,131
2,Mareuil-en-Dôle,2130,248,184,200,28,8.81,3.55,49.25,73,203
2,Saint-Quentin,2100,55978,59049,56800,2481,22.56,3.28333,49.85,68,125
2,Vendhuile,2420,531,478,500,48,10.96,3.21667,50.0167,83,143
2,Contescourt,2680,66,74,100,19,3.42,3.23333,49.8,67,101
2,Monnes,2470,118,70,100,23,4.92,3.21667,49.15,107,167
2,Domptin,2310,673,530,600,147,4.56,3.28333,49.0167,102,203
2,Besmé,2300,164,133,200,61,2.66,3.16667,49.5333,54,76
2,Vauxcéré,2160,112,96,100,19,5.8,3.63333,49.35,65,182
2,Molain,2110,147,151,100,81,1.81,3.51667,50.0167,116,156
2,Ployart-et-Vaurseine,2860,21,27,0,4,4.93,3.74445,49.4884,88,195
2,Hautevesnes,2810,158,146,100,21,7.29,3.23333,49.1167,78,173
2,Couvrelles,2220,189,194,200,25,7.5,3.48333,49.35,51,171
2,Buire,2500,884,896,900,214,4.13,4.05,49.9,159,203
2,Aulnois-sous-Laon,2000,1292,1216,1300,129,10.01,3.6,49.6167,66,115
2,Courmont,2130,110,114,100,11,9.86,3.56667,49.15,139,227
2,Pargnan,2160,62,39,100,25,2.39,3.7,49.4,46,181
2,Martigny-Courpierre,2860,118,121,100,26,4.46,3.68333,49.4833,78,196
2,Saint-Mard,2220,118,113,100,25,4.69,3.58334,49.387,43,182
2,Coucy-le-Château-Auffrique,2380,1076,995,1100,93,11.46,3.3225,49.5203,47,147
2,Dallon,2680,377,401,400,64,5.81,3.23333,49.8167,67,121
2,Armentières-sur-Ourcq,2210,98,105,100,14,6.81,3.38333,49.1833,87,151
2,Mézières-sur-Oise,2240,542,566,500,56,9.59,3.4,49.7667,58,118
2,Bergues-sur-Sambre,2450,220,195,200,49,4.41,3.71667,50.0333,142,189
2,La Neuville-Bosmont,2250,183,196,200,18,9.98,3.85,49.7167,82,141
2,Montreuil-aux-Lions,2310,1396,1196,1400,107,12.99,3.2,49.0167,65,214
2,Meurival,2160,52,60,100,17,2.89,3.76667,49.35,72,187
2,Septmonts,2200,580,501,600,120,4.8,3.35,49.3333,57,161
2,Pleine-Selve,2240,180,179,200,29,6.05,3.51667,49.7833,79,144
2,Bellicourt,2420,636,682,600,65,9.77,3.23333,49.95,94,149
2,Ancienville,2600,73,78,100,18,3.85,3.21667,49.2167,72,174
2,Leschelle,2170,296,280,300,20,14.69,3.76667,49.9667,144,206
2,Fieulaine,2110,281,253,300,36,7.74,3.45,49.8833,83,146
2,Villers-Agron-Aiguizy,2130,100,70,100,7,12.79,3.7,49.15,110,220
2,Fère-en-Tardenois,2130,3270,3355,3300,160,20.4,3.51667,49.2,106,225
2,Cramaille,2130,130,102,100,16,8.12,3.45,49.2333,123,197
2,Homblières,2720,1471,1460,1400,102,14.29,3.36667,49.85,72,135
2,Ognes,2300,1174,1120,1100,191,6.14,3.19417,49.6109,41,95
2,Gouy,2420,591,649,600,33,17.6,3.25473,50.0017,87,150
2,Ressons-le-Long,2290,755,739,800,71,10.55,3.15,49.3833,37,150
2,Bucy-lès-Pierrepont,2350,416,418,400,28,14.46,3.9,49.65,75,136
2,Nouvion-le-Vineux,2860,162,169,200,45,3.53,3.61667,49.5,61,184
2,Rozoy-Bellevalle,2540,106,100,100,15,6.79,3.45,48.9167,189,222
2,Rouvroy-sur-Serre,2360,44,51,0,11,3.9,4.16667,49.7167,143,233
2,Versigny,2800,467,429,500,36,12.89,3.43333,49.65,51,87
2,Assis-sur-Serre,2270,275,266,300,34,8.04,3.56667,49.6833,56,90
2,Vaux-Andigny,2110,959,903,1000,60,15.75,3.51667,50.0167,121,169
2,Fontaine-lès-Vervins,2140,987,812,1000,50,19.74,3.9,49.85,123,215
2,Luzoir,2500,290,280,300,26,10.99,3.96667,49.9333,128,221
2,Montbrehain,2110,807,906,800,81,9.9,3.35,49.9667,116,156
2,Erloy,2260,92,123,100,12,7.44,3.81667,49.9,112,211
2,Papleux,2260,108,118,100,55,1.93,3.88333,50.0167,189,228
2,Seboncourt,2110,1079,1112,1100,91,11.8,3.48333,49.95,128,166
2,Hannapes,2510,289,278,300,31,9.16,3.61667,49.9667,100,185
2,Monceau-sur-Oise,2120,121,142,100,20,5.86,3.7,49.9,101,164
2,Froidmont-Cohartille,2270,238,209,200,27,8.81,3.7,49.6833,62,107
2,Résigny,2360,175,208,200,22,7.83,4.2,49.7333,157,244
2,Séry-lès-Mézières,2240,635,627,600,55,11.51,3.41667,49.7667,57,115
2,Merlieux-et-Fouquerolles,2000,273,218,300,47,5.77,3.5,49.5167,58,183
2,L'Épine-aux-Bois,2540,259,231,300,20,12.37,3.45,48.8833,149,221
2,Andelain,2800,186,158,200,63,2.91,3.36667,49.6333,47,106
2,Jeancourt,2490,238,263,200,40,5.82,3.15,49.9333,78,141
2,Essises,2570,430,370,400,58,7.31,3.41667,48.9667,109,219
2,Villers-Cotterêts,2600,10317,9834,10200,247,41.71,3.08333,49.25,65,226
2,Soupir,2160,305,282,300,29,10.2,3.6,49.4167,42,190
2,Camelin,2300,442,424,400,48,9.15,3.13417,49.5248,52,162
2,Longueval-Barbonval,2160,485,406,500,55,8.73,3.65278,49.3595,58,180
2,Gergny,2260,152,152,200,25,5.86,3.91667,49.9167,126,219
2,Bohain-en-Vermandois,2110,5976,6593,6100,188,31.74,3.45,49.9833,121,164
2,Wimy,2500,468,480,500,38,12.04,4,49.9333,136,238
2,Mondrepuis,2500,1008,939,1000,49,20.33,4.06667,49.9667,144,238
2,Chamouille,2860,260,204,300,77,3.34,3.66667,49.4667,72,179
2,Rougeries,2140,228,241,200,55,4.13,3.8,49.8,95,173
2,Hary,2140,222,231,200,20,11.04,3.93333,49.7833,106,192
2,Iviers,2360,210,172,200,28,7.45,4.13333,49.7833,172,250
2,Noroy-sur-Ourcq,2600,158,122,200,30,5.15,3.21667,49.2,67,172
2,Danizy,2800,569,560,600,126,4.49,3.38333,49.65,49,93
2,Gauchy,2430,5443,5604,5600,872,6.24,3.26667,49.8167,68,118
2,Laffaux,2880,147,145,100,21,6.76,3.41667,49.45,79,172
2,Pouilly-sur-Serre,2270,524,505,500,52,9.9,3.58333,49.6833,56,90
2,Trucy,2860,147,115,100,48,3.01,3.61667,49.4667,66,173
2,Vesles-et-Caumont,2350,234,194,200,22,10.34,3.78333,49.6667,67,105
2,Oulchy-la-Ville,2210,127,126,100,17,7.13,3.35,49.2167,80,193
2,Bourguignon-sous-Coucy,2300,91,83,100,32,2.8,3.16667,49.55,48,72
2,Coucy-lès-Eppes,2840,576,612,600,95,6.03,3.76667,49.55,78,142
2,Juvincourt-et-Damary,2190,493,370,500,16,29.82,3.9,49.45,52,101
2,Trefcon,2490,83,95,100,20,4.02,3.1,49.8667,61,98
2,Voyenne,2250,288,282,300,20,13.97,3.71667,49.7167,66,136
2,Launoy,2210,102,68,100,11,9.1,3.4,49.2667,88,201
2,Craonnelle,2160,111,107,100,18,5.91,3.76667,49.4333,56,191
2,Vendresse-Beaulne,2160,117,98,100,13,8.71,3.66667,49.4333,64,195
2,Braye-en-Laonnois,2000,223,195,200,27,8.09,3.61667,49.4333,63,196
2,Sancy-les-Cheminots,2880,112,106,100,24,4.53,3.46667,49.4333,71,187
2,Remies,2270,239,230,200,26,8.98,3.53333,49.6833,52,88
2,Pierremande,2300,276,263,300,36,7.57,3.25,49.5667,42,80
2,Cerny-lès-Bucy,2870,116,114,100,36,3.19,3.53333,49.5833,73,96
2,Pasly,2200,1021,1070,1000,338,3.02,3.3,49.4,38,149
2,Autreville,2300,822,761,800,231,3.55,3.23333,49.5833,42,68
2,Œuilly,2160,277,228,300,96,2.86,3.68333,49.3833,44,151
2,Saint-Paul-aux-Bois,2300,395,364,400,35,11.13,3.2,49.5333,40,76
2,Lucy-le-Bocage,2400,175,166,200,22,7.75,3.28333,49.05,138,208
2,Coupru,2310,186,144,200,23,7.82,3.26667,49.0333,131,209
2,Augy,2220,90,70,100,34,2.6,3.51667,49.3333,48,159
2,Essômes-sur-Marne,2400,2741,2483,2600,96,28.55,3.36667,49.0333,58,216
2,Venizel,2200,1356,1462,1400,365,3.71,3.38333,49.3667,42,85
3,Neure,3320,171,166,200,14,11.97,2.98333,46.75,190,234
3,Andelaroche,3120,277,267,300,13,20.28,3.75,46.25,338,534
3,Limoise,3320,179,157,200,14,12.56,3.05,46.6833,222,318
3,Vendat,3110,2227,1967,2200,132,16.76,3.35,46.15,265,345
3,Louchy-Montfand,3500,442,424,500,82,5.33,3.25,46.3167,241,342
3,Désertines,3630,4348,4646,4400,521,8.34,2.61667,46.35,193,384
3,Montaiguët-en-Forez,3130,320,320,300,14,22.49,3.8,46.2667,276,465
3,Saint-Yorre,3270,2757,2844,2700,434,6.35,3.46667,46.0667,254,374
3,Garnat-sur-Engièvre,3230,718,733,700,38,18.74,3.65,46.6333,202,242
3,Arronnes,3250,361,332,400,13,26,3.56667,46.0667,330,597
3,Chezelle,3140,161,142,200,21,7.33,3.11667,46.2167,287,344
3,Châtelus,3120,131,132,100,19,6.64,3.73389,46.1931,315,505
3,La Chapelle-aux-Chasses,3230,213,216,200,8,25.96,3.53333,46.6667,207,251
3,Saint-Palais,3370,190,197,200,9,20.3,2.3,46.4333,304,448
3,Fleuriel,3140,348,311,400,12,28.05,3.16667,46.2833,255,446
3,Lavault-Sainte-Anne,3310,1200,1157,1200,132,9.08,2.6,46.3167,203,332
3,Bayet,3500,677,607,700,29,22.58,3.26667,46.25,237,290
3,Servilly,3120,275,263,300,22,12.32,3.6,46.2833,263,342
3,Châtillon,3210,322,277,300,24,12.9,3.13333,46.4667,260,456
3,Huriel,3380,2556,2376,2500,73,34.92,2.48333,46.3667,210,418
3,Deux-Chaises,3240,413,411,400,10,41.01,3.03333,46.3833,375,499
3,Saint-Priest-en-Murat,3390,222,231,200,8,25.48,2.91667,46.35,265,433
3,Villebret,3310,1276,1024,1300,83,15.34,2.63333,46.2667,210,496
3,Neuilly-en-Donjon,3130,224,228,200,8,25.02,3.88333,46.35,258,326
3,Saint-Fargeol,3420,206,218,200,19,10.36,2.63333,46.1333,434,573
3,Isle-et-Bardais,3360,272,320,300,6,44.65,2.8,46.6833,201,308
3,Domérat,3410,8990,8809,9000,252,35.54,2.53333,46.35,197,376
3,Taxat-Senat,3140,223,210,200,16,13.62,3.13333,46.2,267,406
3,Saint-Menoux,3210,1021,940,1000,36,27.62,3.15,46.5833,214,277
3,Archignat,3380,353,350,300,14,24.35,2.41667,46.3833,329,567
3,Saligny-sur-Roudon,3470,777,767,800,13,57.77,3.75,46.4667,227,307
3,Montord,3500,233,236,300,52,4.44,3.23333,46.3,255,338
3,Souvigny,3210,1989,1953,1900,44,44.35,3.18333,46.5333,224,357
3,Louroux-Hodement,3190,346,291,400,11,29.18,2.71667,46.4667,229,338
3,Hyds,3600,317,359,300,16,18.71,2.83333,46.2833,365,553
3,Buxières-les-Mines,3440,1076,1179,1100,22,46.95,2.96667,46.4667,239,391
3,Beaulon,3230,1622,1559,1600,25,63.98,3.66667,46.6,203,263
3,Valignat,3330,75,57,100,32,2.32,3.06667,46.1833,353,467
3,Doyet,3170,1218,1164,1200,44,27.58,2.8,46.3333,254,386
3,Vallon-en-Sully,3190,1674,1711,1700,44,38.02,2.6,46.5333,167,280
3,Meaulne,3360,763,759,800,36,21.07,2.61667,46.6,158,311
3,Bourbon-l'Archambault,3160,2571,2572,2600,46,54.84,3.05,46.5833,215,321
3,Néris-les-Bains,3310,2667,2707,2700,80,33.13,2.66667,46.2833,230,441
3,Lavoine,3250,153,173,200,8,17.53,3.7,45.9667,636,1280
3,Liernolles,3130,246,282,300,6,37.31,3.76667,46.3833,247,340
3,Meillers,3210,151,169,200,6,23.48,3.08333,46.5,240,426
3,Arfeuilles,3120,677,710,700,11,59.56,3.7275,46.1562,335,795
3,Boucé,3150,560,512,600,25,21.68,3.48333,46.3167,246,310
3,Teillet-Argenty,3410,542,471,500,24,21.99,2.51195,46.2595,238,432
3,Yzeure,3400,13074,12691,12500,302,43.24,3.35,46.5667,217,278
3,Gannat,3800,5806,5830,5900,157,36.85,3.2,46.1,312,547
3,Loddes,3130,146,191,200,6,23.49,3.76667,46.2833,354,532
3,Chouvigny,3450,235,238,200,17,13.41,3,46.1333,310,584
3,La Ferté-Hauterive,3340,298,285,300,15,18.88,3.33333,46.4,214,239
3,Espinasse-Vozelle,3110,905,739,900,50,17.87,3.31667,46.1333,280,362
