dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
3,Neuvy,3000,1510,1496,1600,79,19.03,3.28333,46.55,200,263
3,Chappes,3390,193,221,200,10,18.6,2.92667,46.3878,290,436
3,Theneuille,3350,388,412,400,9,39.73,2.86667,46.5833,247,391
3,Saint-Ennemond,3400,654,618,700,17,38.08,3.41667,46.6667,209,258
3,Montluçon,3100,38402,41350,39500,1857,20.67,2.6,46.3333,194,364
3,Vitray,3360,115,130,100,3,29.03,2.66667,46.6167,194,312
3,Cressanges,3240,670,668,700,16,41.76,3.16667,46.45,298,475
3,Autry-Issards,3210,356,307,300,18,19.45,3.13333,46.55,227,335
3,Viplaix,3370,291,296,300,9,30.4,2.38333,46.45,270,403
3,Chazemais,3370,482,387,400,16,29.1,2.53333,46.4833,210,330
3,Saint-Léger-sur-Vouzance,3130,281,312,300,15,18.18,3.93333,46.4,234,302
3,Besson,3210,792,775,800,16,47.16,3.26667,46.4667,224,350
3,Mesples,3370,132,127,100,8,15.3,2.35,46.4333,307,441
3,Ferrières-sur-Sichon,3250,560,561,600,14,38.58,3.63333,46.0167,397,980
3,Le Montet,3240,514,501,500,290,1.77,3.05,46.4,423,486
3,Treteau,3220,558,515,600,17,31.28,3.53333,46.3667,253,307
3,Saint-Bonnet-Tronçais,3360,742,783,800,26,27.98,2.69334,46.66,198,271
3,Ainay-le-Château,3360,1050,1163,1100,43,24.07,2.7,46.7167,184,252
3,Braize,3360,288,257,300,13,20.95,2.65,46.6667,186,291
3,Vaumas,3220,549,564,500,15,34.88,3.63333,46.45,227,304
3,Valigny,3360,388,441,400,18,21.18,2.81667,46.7167,211,278
3,Saint-Rémy-en-Rollat,3110,1619,1455,1600,77,20.84,3.4,46.1833,239,333
3,Montilly,3000,553,506,500,25,22.09,3.25,46.6167,197,264
3,Arpheuilles-Saint-Priest,3420,343,307,300,17,20.02,2.68333,46.2333,393,543
3,Saint-Bonnet-de-Four,3390,199,221,200,10,18.73,2.91667,46.3167,318,476
3,Chamblet,3170,1073,939,1100,52,20.5,2.7,46.3333,279,393
3,Colombier,3600,316,312,300,24,12.92,2.8,46.2667,362,519
3,Paray-le-Frésil,3230,418,415,400,11,37.3,3.61667,46.65,205,252
3,Saint-Germain-de-Salles,3140,442,411,400,38,11.59,3.21667,46.1833,262,374
3,Le Brethon,3350,342,353,300,7,44.61,2.71667,46.5667,198,383
3,Le Mayet-de-Montagne,3250,1573,1601,1500,54,29.03,3.66667,46.0667,415,880
3,Beaune-d'Allier,3390,285,270,300,11,24.2,2.88333,46.2833,360,586
3,Thionne,3220,326,306,300,12,26.96,3.56667,46.4,237,305
3,Gouise,3340,233,216,200,10,23.12,3.43333,46.4167,230,294
3,Bressolles,3000,1026,962,1000,43,23.38,3.31667,46.5167,203,292
3,Montoldre,3150,641,607,600,33,18.9,3.45,46.3333,239,307
3,Saint-Loup,3150,570,585,600,32,17.62,3.38333,46.35,225,292
3,Fourilles,3140,213,188,200,30,6.98,3.2,46.2333,252,330
3,Le Bouchaud,3130,208,222,200,9,22.55,3.88333,46.3,269,332
3,Gipcy,3210,224,233,200,8,27.57,3.06667,46.5,244,433
3,Saint-Victor,3410,2032,1956,2000,87,23.22,2.60806,46.395,187,372
3,Neuilly-le-Réal,3340,1434,1303,1400,30,46.97,3.41667,46.45,227,293
3,Saint-Christophe,3120,494,483,500,17,28.02,3.57556,46.1667,305,471
3,Mercy,3340,262,293,300,9,28.8,3.51667,46.45,257,297
3,Le Mayet-d'École,3800,272,260,300,40,6.76,3.23333,46.1667,269,320
3,Chambérat,3370,311,306,300,10,28.37,2.41667,46.4167,258,426
3,Monétay-sur-Allier,3500,549,460,500,46,11.77,3.3,46.3833,217,311
3,Malicorne,3600,830,813,800,70,11.84,2.78333,46.3,309,416
3,Verneuil-en-Bourbonnais,3500,238,283,200,16,14.14,3.25,46.3333,234,356
3,Cindré,3220,322,312,300,14,22.63,3.56667,46.3167,254,342
3,Bellerive-sur-Allier,3700,8546,8444,8600,450,18.97,3.4,46.1167,247,337
3,Périgny,3120,461,404,400,16,27.22,3.55,46.25,285,347
3,Barrais-Bussolles,3120,213,222,200,8,25.34,3.73333,46.2833,287,505
3,Saint-Prix,3120,797,809,800,36,21.75,3.65,46.2333,279,386
3,Blomard,3390,207,205,200,9,22.37,2.98333,46.2833,343,487
3,Luneau,3130,287,291,300,10,27.27,3.95,46.3667,232,302
3,Saint-Martin-des-Lais,3230,145,142,100,7,18.25,3.65,46.6667,197,209
3,Courçais,3370,322,310,300,12,26.51,2.43333,46.4667,253,394
3,Saulzet,3800,349,330,300,37,9.21,3.21667,46.1333,295,423
3,Ussel-d'Allier,3140,145,146,200,18,8.02,3.18333,46.2167,262,390
3,Saint-Pierre-Laval,42620,369,362,400,15,24.03,3.78333,46.2,339,664
3,Marcillat-en-Combraille,3420,901,911,900,25,35.21,2.63333,46.1667,347,535
3,Saint-Didier-la-Forêt,3110,380,362,400,11,33.59,3.34389,46.2253,246,323
3,Mazerier,3800,287,278,300,39,7.23,3.18333,46.1333,290,461
3,Durdat-Larequille,3310,1286,1109,1300,52,24.45,2.7,46.25,370,534
3,Monteignet-sur-l'Andelot,3800,238,271,200,25,9.38,3.25,46.1167,305,345
3,Saint-Priest-d'Andelot,3800,140,120,100,17,8.17,3.16667,46.0667,376,532
3,Gennetines,3400,669,559,600,17,39.14,3.40861,46.6364,224,267
3,Busset,3270,829,849,800,22,36.96,3.51667,46.0667,265,608
3,Givarlais,3190,244,228,200,16,14.85,2.65,46.45,205,359
3,Échassières,3330,404,380,400,17,23.4,2.93333,46.1833,390,765
3,Châtelperron,3220,149,137,100,7,20.8,3.65,46.3833,234,352
3,Charmes,3800,369,293,300,45,8.19,3.25,46.0833,318,428
3,Villefranche-d'Allier,3430,1331,1306,1300,33,39.63,2.86667,46.4,227,351
3,Brugheas,3700,1352,1224,1300,50,26.81,3.36667,46.0833,269,383
3,Saint-Martinien,3380,622,517,600,24,25.48,2.46667,46.3333,344,557
3,Le Breuil,3120,542,552,500,15,34.55,3.65833,46.1833,290,510
3,Saint-Pourçain-sur-Sioule,3500,4987,5263,5100,139,35.67,3.28333,46.3,226,306
3,Sazeret,3390,160,149,200,8,17.94,2.96667,46.35,348,497
3,Vichy,3200,24774,26501,25200,4234,5.85,3.41667,46.1167,243,317
3,Vernusse,3390,171,193,200,8,19.55,2.98333,46.2833,332,465
3,Jaligny-sur-Besbre,3220,618,696,600,64,9.63,3.59195,46.3798,239,307
3,Droiturier,3120,357,384,300,16,22.07,3.71667,46.2333,314,472
3,Le Vernet,3200,1909,1588,1800,189,10.07,3.46278,46.1087,279,504
3,Hérisson,3190,648,709,700,19,32.57,2.71667,46.5167,177,327
3,Deneuille-lès-Chantelle,3140,91,89,100,11,8.21,3.14667,46.2453,273,372
3,Coulandon,3000,702,593,700,41,17.06,3.25,46.55,212,278
3,Molles,3300,819,709,800,30,26.89,3.56667,46.1,325,495
3,Saint-Gérand-de-Vaux,3340,417,465,400,10,40.08,3.4,46.3667,223,304
3,Avrilly,3130,153,179,200,13,11.48,3.98333,46.3333,234,312
3,Varennes-sur-Tèche,3220,254,252,300,13,18.73,3.63333,46.3167,258,380
3,Le Veurdre,3320,516,577,500,24,21.16,3.05,46.75,182,241
3,Nassigny,3190,195,145,200,10,18.32,2.6,46.5,173,271
3,Urçay,3360,295,298,300,23,12.49,2.6,46.6333,158,278
3,Deneuille-les-Mines,3170,347,350,300,13,24.88,2.78333,46.3667,244,390
3,Bellenaves,3330,1015,1005,1000,29,34.88,3.08333,46.2,297,543
3,Hauterive,3270,1135,1056,1100,140,8.08,3.45,46.0833,252,305
3,Treignat,3380,447,475,500,15,28.94,2.33333,46.35,374,556
3,Noyant-d'Allier,3210,687,818,700,32,21.05,3.11667,46.4833,247,485
3,Bagneux,3460,311,280,300,12,24.87,3.2,46.65,192,262
3,Saint-Voir,3220,197,204,200,7,25.12,3.51667,46.4,247,308
3,Bransat,3500,503,508,500,32,15.52,3.21667,46.3333,254,401
3,Le Theil,3240,411,416,400,14,28.92,3.13333,46.35,334,463
3,Le Donjon,3130,1080,1170,1100,29,37.02,3.8,46.35,265,466
3,Montbeugny,3340,681,552,600,20,32.65,3.48333,46.5333,238,287
3,Louroux-de-Beaune,3600,182,186,200,17,10.66,2.86667,46.3,316,501
3,Sanssat,3150,253,278,300,30,8.4,3.46667,46.2667,249,367
3,Commentry,3600,6651,7206,6800,317,20.96,2.75,46.2833,332,462
3,Cognat-Lyonne,3110,655,547,600,52,12.51,3.3,46.1,308,368
3,Seuillet,3260,494,418,500,49,9.94,3.46667,46.2,246,363
3,Poëzat,3800,123,129,100,58,2.12,3.21667,46.0833,330,349
3,Estivareilles,3190,1124,1027,1000,99,11.27,2.61667,46.4167,179,348
3,La Chapelle,3300,382,348,400,18,21.1,3.58333,46.1,331,586
3,Isserpent,3120,503,484,500,19,26.31,3.61667,46.15,316,543
3,Saint-Désiré,3370,470,455,500,11,41.89,2.43333,46.5,193,400
3,Montcombroux-les-Mines,3130,371,427,400,15,23.42,3.73333,46.35,281,414
3,Vieure,3430,267,268,300,8,29.81,2.88333,46.5,222,304
3,Saint-Aubin-le-Monial,3160,284,278,300,13,21.63,3.01667,46.5167,247,331
3,Monétay-sur-Loire,3470,285,338,300,9,31.26,3.81667,46.4333,232,303
3,Bert,3130,267,273,300,11,24.15,3.7,46.3167,285,487
3,Saint-Félix,3260,347,251,300,66,5.2,3.48333,46.2333,285,373
3,Saint-Angel,3170,755,685,700,29,25.27,2.6975,46.3575,242,406
3,Serbannes,3110,743,689,700,51,14.3,3.36667,46.1,278,375
3,Barberier,3140,131,107,100,16,8.08,3.25,46.2167,254,290
3,Treban,3240,394,369,400,15,25.63,3.16667,46.4,304,480
3,Laféline,3500,191,173,200,8,23.1,3.16667,46.35,295,426
3,Biozat,3800,744,661,700,45,16.46,3.26667,46.0667,326,404
3,Quinssaines,3380,1360,1061,1200,53,25.37,2.51667,46.3333,295,483
3,Ygrande,3160,773,779,800,14,52.71,2.95,46.55,237,344
3,Escurolles,3110,729,657,700,54,13.27,3.26667,46.1333,287,323
3,Venas,3190,238,241,200,7,32.15,2.76667,46.4667,210,293
3,Vaux,3190,1057,963,1000,58,18.1,2.6,46.425,178,247
3,Rongères,3150,582,566,600,65,8.95,3.45,46.3,242,305
3,Montmarault,3390,1530,1664,1600,170,9,2.95,46.3167,394,498
3,Prémilhat,3410,2315,1992,2200,109,21.12,2.53333,46.3167,217,426
3,Chapeau,3340,224,216,200,6,33.42,3.51667,46.4833,239,285
3,Lamaids,3380,175,136,100,21,8.02,2.43333,46.3,399,505
3,Laprugne,3250,362,405,400,10,34.61,3.75,45.9833,549,1164
3,Saint-Bonnet-de-Rochefort,3800,640,655,600,39,16.36,3.13333,46.15,290,412
3,Lételon,3360,120,144,100,18,6.37,2.58556,46.6562,158,237
3,Nizerolles,3250,333,302,300,18,17.57,3.63333,46.1,356,587
3,Villeneuve-sur-Allier,3460,985,939,1000,37,26.3,3.25,46.65,194,257
3,Verneix,3190,601,583,600,19,30.87,2.66667,46.4,230,387
3,Saint-Éloy-d'Allier,3370,55,69,100,4,12.83,2.35,46.4833,257,400
3,Gannay-sur-Loire,3230,415,387,400,12,32.29,3.61667,46.7333,193,240
3,Audes,3190,452,451,500,15,28.26,2.56667,46.45,177,299
3,Nades,3450,129,135,100,15,8.49,2.98333,46.1667,394,734
3,Molinet,3510,1160,1160,1200,44,25.98,3.93333,46.4667,219,288
3,Saint-Didier-en-Donjon,3130,268,284,300,8,32.92,3.85,46.3833,250,321
3,Châtel-de-Neuvre,3500,549,515,500,28,19.34,3.31667,46.4,214,301
3,Saint-Léon,3220,602,654,600,17,33.62,3.68333,46.4,245,436
3,Lurcy-Lévis,3320,2147,2093,2100,30,71.42,2.93333,46.7167,196,283
3,Meillard,3500,279,280,200,10,25.48,3.23333,46.4,245,391
3,Chavroches,3220,277,250,300,27,9.95,3.6,46.35,247,331
3,Murat,3390,291,310,300,14,20.07,2.91667,46.4,247,360
3,Château-sur-Allier,3320,175,172,200,6,27.75,3.03333,46.7667,180,233
3,Bézenet,3170,987,953,1000,99,9.94,2.85,46.3333,270,376
3,Ronnet,3420,185,177,200,9,19.88,2.7,46.2,456,565
3,Target,3140,267,249,300,10,26.47,3.05,46.3,315,459
3,Chareil-Cintrat,3140,348,317,300,27,12.77,3.21667,46.2667,241,342
3,Mazirat,3420,287,266,300,14,20.26,2.53333,46.2333,259,495
3,Pouzy-Mésangy,3320,415,411,400,11,35.04,3,46.7167,187,255
3,Saint-Léopardin-d'Augy,3160,365,327,400,9,39.59,3.11667,46.6833,185,305
3,Saint-Hilaire,3440,500,566,500,24,20.64,3.02,46.4945,265,420
3,Maillet,3190,368,322,400,13,26.61,2.65,46.4833,182,323
3,Lenax,3130,242,296,200,8,28.25,3.8,46.3,277,427
3,La Petite-Marche,3420,185,215,200,12,14.93,2.56667,46.2,310,505
3,Sainte-Thérence,3420,202,187,200,15,13.14,2.55,46.2333,235,458
3,Coutansouze,3330,131,108,100,9,13.42,3.03333,46.2167,379,671
3,Agonges,3210,342,357,400,14,24.1,3.15,46.6,204,266
3,Vicq,3450,328,299,300,24,13.25,3.1,46.1333,302,437
3,Bost,3300,192,147,200,20,9.48,3.51861,46.1789,267,429
3,Abrest,3200,2732,2419,2700,261,10.46,3.43333,46.1,251,434
3,Billy,3260,837,931,800,81,10.22,3.43333,46.2333,235,375
3,Saint-Clément,3250,363,330,400,13,25.98,3.70445,46.062,468,904
3,Saint-Étienne-de-Vicq,3300,513,431,500,26,19.22,3.53333,46.1833,278,482
3,Saint-Plaisir,3160,403,441,400,7,52.54,2.96667,46.6167,207,319
3,Chemilly,3210,633,562,600,37,16.94,3.31667,46.4833,206,276
3,Reugny,3190,264,275,300,34,7.66,2.61667,46.4667,178,282
3,Magnet,3260,860,694,800,67,12.72,3.5,46.2167,274,366
3,Lapalisse,3120,3150,3329,3200,95,33.01,3.63333,46.25,264,465
3,Saint-Sauvier,3370,340,330,300,10,31.47,2.33333,46.3833,339,472
3,Billezois,3120,392,346,400,24,15.68,3.56667,46.2167,287,353
3,Cosne-d'Allier,3430,2213,2405,2200,87,25.29,2.83333,46.4667,217,312
3,Chirat-l'Église,3330,137,119,100,7,18.48,3.05,46.25,311,494
3,Avermes,3000,3808,3963,3800,244,15.6,3.3,46.5833,199,262
3,Voussac,3140,464,457,500,13,34.46,3.06667,46.3167,359,467
3,Saint-Pourçain-sur-Besbre,3290,411,426,400,12,32.99,3.65,46.4667,219,286
3,Diou,3290,1502,1554,1500,60,24.89,3.75,46.5333,207,276
3,Broût-Vernet,3110,1182,1066,1200,37,31.71,3.28333,46.1833,253,331
3,La Chapelaude,3380,981,953,1000,34,28.6,2.5,46.4167,197,380
3,Langy,3150,239,218,200,32,7.36,3.46667,46.2667,260,342
3,Saint-Germain-des-Fossés,3260,3658,3686,3700,440,8.3,3.43333,46.2,239,365
3,Charroux,3140,386,330,400,37,10.43,3.16139,46.185,291,426
3,Sussat,3450,98,104,100,12,8,3.05,46.15,349,516
3,Veauce,3450,40,46,0,11,3.54,3.06667,46.1667,363,505
3,Naves,3330,120,109,100,14,8.13,3.1,46.1833,296,433
3,Aubigny,3460,138,103,100,8,17.14,3.16667,46.6833,189,255
3,Lalizolle,3450,376,308,400,15,23.72,3,46.15,415,729
3,Saulcet,3500,644,608,700,80,7.98,3.26667,46.3333,230,326
3,Châtel-Montagne,3250,412,373,400,11,36.81,3.68333,46.1167,331,972
3,Bizeneuille,3170,283,287,300,9,29.75,2.73333,46.4,250,404
3,Terjat,3420,207,228,200,11,17.74,2.61667,46.2,378,541
3,Aurouër,3460,370,319,400,13,27.06,3.3,46.6833,215,262
3,Couzon,3160,298,295,300,15,19.85,3.11667,46.65,197,274
3,Cusset,3300,13370,13385,13300,418,31.93,3.46667,46.1333,255,483
3,Monestier,3140,266,266,300,8,29.68,3.11667,46.25,290,413
3,Saint-Gérand-le-Puy,3150,996,1030,1000,50,19.55,3.51667,46.25,268,359
3,Saint-Marcel-en-Marcillat,3420,150,138,100,14,10.55,2.58333,46.15,331,534
3,Trévol,3460,1635,1366,1600,40,40.84,3.3,46.6333,197,264
3,Le Vilhain,3350,265,266,300,10,26.37,2.8,46.5667,266,412
3,Lusigny,3230,1665,1428,1600,37,44.55,3.48333,46.6,224,273
3,Saint-Marcel-en-Murat,3390,139,157,100,8,16.82,3.01667,46.3333,356,484
3,Créchy,3150,487,442,500,41,11.61,3.41667,46.2667,233,344
3,Chavenon,3440,137,159,100,7,17.47,2.95,46.4167,265,416
3,Marigny,3210,189,204,200,10,17.24,3.2,46.5833,217,274
3,Trézelles,3220,387,398,400,21,18.14,3.6,46.3333,250,330
3,La Celle,3600,416,407,400,13,31.2,2.78472,46.2287,390,645
3,Saint-Pont,3110,578,452,600,46,12.31,3.3,46.1667,287,343
3,Coulanges,3470,305,308,300,12,23.96,3.86667,46.4833,216,278
3,Saint-Sornin,3240,230,225,200,11,19.44,3.01667,46.4167,344,458
3,Creuzier-le-Vieux,3300,3333,2963,3200,292,11.38,3.43333,46.1667,243,404
3,Montaigu-le-Blin,3150,308,355,300,23,12.96,3.5,46.3,263,342
3,Couleuvre,3320,581,645,600,10,53.83,2.91667,46.6667,207,317
3,Moulins,3000,19590,21885,19800,2275,8.61,3.33333,46.5667,202,240
3,Ébreuil,3450,1277,1230,1300,54,23.22,3.08333,46.1167,301,545
3,Le Pin,3130,393,381,400,18,21.78,3.89417,46.4125,237,307
3,Bègues,3800,230,200,200,27,8.3,3.15,46.1333,290,520
3,La Chabanne,3250,189,193,200,9,20,3.75278,46.0217,514,1040
3,Saint-Nicolas-des-Biefs,3250,181,159,200,6,28.9,3.78333,46.0667,620,1122
3,Chantelle,3140,1072,1041,1100,97,10.96,3.15,46.2333,258,349
3,Chassenard,3510,961,923,900,38,25.12,3.98333,46.45,222,281
3,Bessay-sur-Allier,3340,1388,1378,1400,40,34.6,3.36667,46.4333,209,271
3,Louroux-Bourbonnais,3350,238,245,200,7,33.02,2.85,46.5333,243,397
3,Loriges,3500,342,326,300,36,9.48,3.35,46.2833,240,284
3,Toulon-sur-Allier,3400,1137,1079,1100,29,38.69,3.36667,46.5167,206,284
3,Mariol,3270,762,659,800,80,9.41,3.5,46.0167,256,540
3,Chézy,3230,212,218,200,5,36.53,3.46667,46.6167,218,274
3,Thiel-sur-Acolin,3230,1001,925,1000,17,57.71,3.58333,46.5167,228,286
3,Tronget,3240,926,925,900,29,31.06,3.06667,46.4167,369,480
3,Jenzat,3800,517,450,500,44,11.64,3.2,46.1667,274,449
3,Rocles,3240,377,374,400,17,21.66,3.03333,46.4333,355,460
3,Bresnay,3210,395,376,400,17,23.13,3.25,46.45,235,357
3,La Guillermie,3250,143,158,200,11,12.33,3.65,45.9833,518,1081
3,Sauvagny,3430,94,99,100,4,19.41,2.81667,46.45,227,275
3,Cérilly,3350,1351,1567,1400,19,70.55,2.83333,46.6167,228,397
3,Sorbier,3220,292,307,300,17,17.09,3.66667,46.3667,266,394
3,Contigny,3500,611,559,600,34,17.93,3.3,46.3667,221,307
3,Cesset,3500,378,353,400,31,12.19,3.21667,46.3,269,399
3,Paray-sous-Briailles,3500,641,538,600,28,22.18,3.365,46.2903,228,266
3,Montvicq,3170,743,685,700,74,10.02,2.81667,46.3167,281,402
3,Saint-Caprais,3190,92,92,100,4,20.14,2.73333,46.55,217,407
3,Varennes-sur-Allier,3150,3600,4064,3800,149,24.1,3.4,46.3167,228,292
3,Creuzier-le-Neuf,3300,1033,960,1000,94,10.88,3.43333,46.1833,246,400
3,Franchesse,3160,446,452,500,11,40.24,3.03333,46.6333,204,322
3,Dompierre-sur-Besbre,3290,3152,3476,3200,69,45.63,3.68333,46.5167,207,271
3,Étroussat,3140,718,605,700,55,13.03,3.21667,46.2167,265,374
3,Charmeil,3110,746,609,700,100,7.4,3.4,46.1667,243,311
3,Chevagnes,3230,701,720,700,14,49.78,3.55,46.6167,215,262
3,Pierrefitte-sur-Loire,3470,513,533,500,20,25.36,3.81667,46.5,212,267
3,Saint-Genest,3310,342,347,400,22,15.17,2.6,46.2667,214,451
3,Tortezais,3430,177,148,200,7,24.11,2.86667,46.45,230,307
3,Louroux-de-Bouble,3330,280,285,300,16,16.87,2.98333,46.2167,357,550
3,Lignerolles,3410,697,567,600,59,11.81,2.56667,46.2833,204,396
3,Marcenat,3260,375,301,400,20,18.07,3.5,46.2333,234,287
4,La Robine-sur-Galabre,4000,331,256,300,7,45.91,6.21751,44.1703,646,1887
4,Turriers,4250,379,297,400,19,19.86,6.16667,44.4,853,1714
4,Thèze,4200,218,144,200,19,11.17,5.91667,44.3167,492,728
4,Rougon,4120,104,85,100,2,35.83,6.4,43.8,568,1900
4,Blieux,4330,55,59,100,0,56.8,6.36667,43.8667,831,1921
4,Valbelle,4200,240,213,200,7,32.99,5.88333,44.15,494,1655
4,Saint-Jeannet,4270,52,38,100,2,21.14,6.11667,43.95,567,971
4,Quinson,4500,447,355,400,15,28.11,6.03333,43.7,353,584
4,Mées,4190,3630,2923,3600,55,65.4,5.98333,44.0333,348,824
4,La Mure-Argens,4170,327,252,300,9,34.73,6.52056,43.9795,890,2120
4,Curel,4200,47,57,100,4,10.45,5.66667,44.1833,670,1440
4,Villeneuve,4180,3514,2978,3400,137,25.55,5.86667,43.9,313,600
4,Montfort,4600,377,385,400,31,12.08,5.96667,44.0667,395,860
4,La Rochette,6260,58,53,100,3,18.8,6.89056,43.915,637,1505
4,Vaumeilh,4200,268,198,300,10,25.52,5.95,44.2833,460,1055
4,Entrages,4000,116,85,100,5,22.61,6.26667,44.05,593,1515
4,Seyne,4140,1439,1441,1400,17,84.27,6.35,44.35,1079,2720
4,Marcoux,4420,517,399,500,16,32.17,6.28333,44.1333,604,1311
4,Colmars,4370,388,378,400,4,81.82,6.63333,44.1833,1178,2742
4,Châteauneuf-Miravail,4200,77,67,100,3,19.7,5.71667,44.15,619,1628
4,Forcalquier,4300,4680,4326,4600,109,42.76,5.78333,43.9667,397,904
4,Vachères,4110,293,257,300,12,23.42,5.63333,43.9333,499,865
4,Saint-Julien-d'Asse,4270,165,124,200,6,25.6,6.1,43.9167,407,886
4,Mirabeau,4510,494,394,500,27,18.22,6.08333,44.0667,437,1053
4,Entrevaux,4320,947,743,900,15,60.37,6.81667,43.95,414,1541
4,Dauphin,4300,796,796,800,81,9.71,5.78333,43.9,364,656
4,Saint-Pierre,6260,111,73,100,19,5.62,6.92445,43.912,617,1199
4,Puimichel,4700,242,238,300,6,36.81,6.01667,43.9667,486,884
4,Sausses,4320,120,65,100,8,14.68,6.78333,44.0167,568,2151
4,Braux,4240,131,118,100,11,11.67,6.68333,43.9833,639,1600
4,Faucon-du-Caire,4250,57,35,100,2,19.93,6.1,44.4,846,1714
4,Saint-Maime,4300,833,668,800,110,7.51,5.8,43.9,351,772
4,Saint-Geniez,4200,87,90,100,2,38.94,6.05,44.25,637,1705
4,Le Castellet,4700,278,202,300,14,18.87,5.98333,43.9333,362,665
4,Enchastrayes,4400,420,507,400,9,44.19,6.7,44.3667,1151,2775
4,Aiglun,4510,1276,1035,1200,85,14.89,6.13333,44.0667,507,900
4,Claret,5110,240,249,200,11,21.04,5.95,44.3667,528,1254
4,Saint-Martin-les-Eaux,4870,100,104,100,10,9.15,5.75,43.8833,395,705
4,Le Chaffaut-Saint-Jurson,4510,741,674,700,20,36.2,6.15028,44.0381,470,960
4,Revest-du-Bion,4150,578,465,600,13,43.45,5.55,44.0833,833,1365
4,La Rochegiron,4150,106,92,100,3,30.11,5.65,44.0833,760,1533
4,Clumanc,4330,182,154,200,3,53.68,6.41667,44.0333,773,1703
4,Demandolx,4120,122,93,100,5,20.37,6.58333,43.8667,788,1894
4,Thuiles,4400,368,344,400,11,32.8,6.56667,44.4,1053,2898
4,Saint-Étienne-les-Orgues,4230,1228,875,1200,25,48.42,5.78333,44.05,549,1825
4,Ongles,4230,344,278,300,10,31.46,5.73333,44.0333,517,1320
4,Montagnac-Montpezat,4500,421,321,400,12,34.18,6.09556,43.7792,394,653
4,La Palud-sur-Verdon,4120,322,300,300,3,81.26,6.34167,43.78,471,1920
4,Saint-Vincent-les-Forts,4340,300,204,300,13,22.82,6.38333,44.45,770,2500
4,La Brillanne,4700,943,766,900,130,7.22,5.88333,43.9167,332,520
4,Pierrerue,4300,532,404,500,48,10.86,5.83333,43.95,379,621
4,Tartonne,4330,132,131,100,2,44.88,6.38333,44.0667,879,2285
4,Val-de-Chalvagne,4320,69,48,100,2,32.57,6.80778,43.9142,599,1587
4,Entrepierres,4200,390,314,400,8,47.79,5.98333,44.2,455,1444
4,Aubenas-les-Alpes,4110,105,62,100,13,7.93,5.68333,43.9333,480,780
4,Meyronnes,4540,72,44,100,1,40.59,6.8,44.4833,1307,3192
4,Thorame-Basse,4170,214,154,200,2,97.72,6.5,44.0833,985,2395
4,Montsalier,4150,109,91,100,4,23.81,5.60917,44.0123,570,963
4,Saint-Laurent-du-Verdon,4500,92,74,100,10,8.89,6.06667,43.7167,394,581
4,Allemagne-en-Provence,4550,514,384,500,15,32.99,6.01667,43.7833,389,622
4,Montfuron,4110,196,168,200,10,18.88,5.7,43.8333,373,706
4,Saint-Michel-l'Observatoire,4870,1160,905,1100,41,27.78,5.71667,43.9167,386,767
4,Soleilhas,4120,111,95,100,3,34.53,6.65,43.85,931,1894
4,Larche,4540,74,83,100,1,68.86,6.85,44.45,1606,3165
4,Pierrevert,4860,3682,3284,3600,131,27.9,5.75,43.8167,308,618
4,Sainte-Croix-du-Verdon,4500,123,102,100,8,13.7,6.15139,43.7589,443,669
4,Volx,4130,3017,2701,2900,154,19.52,5.85,43.8833,307,791
4,Saint-Paul-sur-Ubaye,4530,226,190,200,1,205.55,6.75167,44.515,1291,3410
4,Sigoyer,4200,92,75,100,6,15.3,5.95,44.3167,482,945
4,Le Castellard-Mélan,4380,50,51,100,1,25.74,6.13333,44.1833,776,1840
4,Bevons,4200,202,131,200,17,11.26,5.9,44.1833,485,969
4,Aubignosc,4200,553,430,600,37,14.74,5.96667,44.1333,432,1330
4,Clamensane,4250,172,130,200,7,23.73,6.06667,44.3167,630,1654
4,L'Escale,4160,1311,1166,1300,64,20.36,6.03333,44.0833,408,1081
4,Château-Arnoux-Saint-Auban,4160,5266,4974,5300,287,18.34,6.00917,44.0942,403,742
4,Archail,4420,17,7,0,1,12.99,6.33333,44.1167,759,1984
4,Saint-Jacques,4330,56,36,100,12,4.66,6.41667,43.9667,780,1447
4,Châteaufort,4250,23,28,0,1,13.73,6.01667,44.2667,541,1280
4,L'Hospitalet,4150,89,78,100,4,19.35,5.7,44.0833,779,1632
4,Villemus,4110,166,112,200,17,9.59,5.7,43.8667,424,779
4,Niozelles,4300,248,202,200,23,10.47,5.83333,43.9333,354,603
4,Le Vernet,4140,121,100,100,5,23.05,6.4,44.2833,1153,2642
4,Mallemoisson,4510,993,992,1000,164,6.04,6.13333,44.05,476,663
4,Oppedette,4110,61,56,100,7,8.49,5.6,43.9333,397,746
4,Le Lauzet-Ubaye,4340,231,202,200,3,66.26,6.43333,44.4333,771,2500
4,Barrême,4330,474,433,500,12,37.05,6.36667,43.95,685,1621
4,Valavoire,4250,35,27,0,2,16.81,6.08333,44.2667,696,1885
4,Cruis,4230,615,551,600,16,36.47,5.83333,44.0667,575,1732
4,Jausiers,4850,1115,891,1100,10,107.73,6.73333,44.4167,1195,3027
4,Mane,4300,1373,1172,1400,62,22,5.76667,43.9333,386,868
4,Esparron-de-Verdon,4550,429,312,400,12,34.2,5.98333,43.7333,307,585
